"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"4443","RT @rngdini: 🍉GUYS. krn hari ini aku bersyukur dpt rezeki lebih dan tmn kantor baik baik bgt bntuin kerjaan aku. Aku mau bkin 
GIVEAWAY kec…",FALSE,0,NA,2019-10-18 10:08:43,FALSE,NA,"1185135613307019265",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xclaaw",188,TRUE,FALSE,NA,NA
"4444","@cervid_ae Baik, Kak Junn. Untuk UNREG data registrasi pada nomor yang sudah hilang, silakan bisa dibantu langsung… https://t.co/LmJ2LlGnHi",FALSE,0,"cervid_ae",2019-10-18 10:08:38,TRUE,"1185134749494337536","1185135591475666944","899649574729465856","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4445","Hanya di TWINPOKER88 cukup dengan 
Rp.20.000 gampang Menang + Jeckpotnya
♦ Depo / Wede Rp.20.000
♦ Deposit Via Puls… https://t.co/8IkriisrbW",FALSE,0,NA,2019-10-18 10:08:15,TRUE,NA,"1185135493589061632",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TWINPOKER884",0,FALSE,FALSE,NA,NA
"4446","RT @rngdini: 🍉GUYS. krn hari ini aku bersyukur dpt rezeki lebih dan tmn kantor baik baik bgt bntuin kerjaan aku. Aku mau bkin 
GIVEAWAY kec…",FALSE,0,NA,2019-10-18 10:07:20,FALSE,NA,"1185135264135401473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","insecurityies",188,TRUE,FALSE,NA,NA
"4447","RT @rngdini: 🍉GUYS. krn hari ini aku bersyukur dpt rezeki lebih dan tmn kantor baik baik bgt bntuin kerjaan aku. Aku mau bkin 
GIVEAWAY kec…",FALSE,0,NA,2019-10-18 10:05:18,FALSE,NA,"1185134751692148736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dengarkanakuuuu",188,TRUE,FALSE,NA,NA
"4448","@Telkomsel Kalo unreg nomor yang sudah hilang tetep ke *444# ? Jadi nomornya simcardnya sudah tidak di tangan saya",FALSE,0,"Telkomsel",2019-10-18 10:05:17,FALSE,"1185123289649176577","1185134749494337536","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cervid_ae",0,FALSE,FALSE,NA,NA
"4449","RT @Telkomsel: Waktunya pengumuman pemenang mingguan #WADCompetition! Ayo, cek pemenangnya di sini: https://t.co/CSvcmlOWPj https://t.co/7c…",FALSE,0,NA,2019-10-18 10:04:24,FALSE,NA,"1185134528060243968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","goyang_i17",1,TRUE,FALSE,NA,NA
"4450","@FeliciaASan1 akhir,
7. Aplikasi yang diakses?
8. Capture penggunaan data setiap aplikasi. Terima kasih :) -Handi… https://t.co/y3mnRKwBOo",FALSE,0,"FeliciaASan1",2019-10-18 10:03:48,TRUE,"1185130466090737664","1185134374590676992","1156529370111959046","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4451","@FeliciaASan1 Maaf jadi ga nyaman, Kak Felicia. Perihal ketidaksesuaian penggunaan kuota entertainment di Halo Kick… https://t.co/vRkAzjY2H9",FALSE,0,"FeliciaASan1",2019-10-18 10:03:47,TRUE,"1185130466090737664","1185134373009379328","1156529370111959046","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4452","Waktunya pengumuman pemenang mingguan #WADCompetition! Ayo, cek pemenangnya di sini: https://t.co/CSvcmlOWPj https://t.co/7cPqoBaMcE",FALSE,6,NA,2019-10-18 10:02:41,FALSE,NA,"1185134096294350849",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Telkomsel",1,FALSE,FALSE,NA,NA
"4453","RT @aswajatv: Rana Rani - Siksa Kubur

Aktifkan NSP TELKOMSEL mu
Ketik (BURHM kirim ke 1212)

Download Aplikasi #NadaMuslimTV di Android (h…",FALSE,0,NA,2019-10-18 10:01:20,FALSE,NA,"1185133753800126465",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jarwo_kudus",3,TRUE,FALSE,NA,NA
"4454","@urseonghwa Halo dengan cs telkomsel disini, ada yangbhisa dibantu?",FALSE,0,"urseonghwa",2019-10-18 10:01:12,FALSE,"1185132189580550145","1185133720031780864","881855021041631232","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mascavra",0,FALSE,FALSE,NA,NA
"4455","@diYangon Hai, Kak. Mimin cek di nomor 081311041xxx, hanya terdapat kuota 4G saja. Untuk kuota 4G hanya dapat digun… https://t.co/YCGAp49jsp",FALSE,0,"diYangon",2019-10-18 10:00:39,TRUE,"1185132102011899905","1185133582873853952","1722611905","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4456","@siriusneverdie Mohon maaf, Kak DiLan. Untuk keluhan sudah dibantu via DM, interaksi selanjutnya via DM. Terima kasih. -Kenta",FALSE,0,"siriusneverdie",2019-10-18 10:00:16,FALSE,"1185133120892194822","1185133487939940352","1106968119602405376","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4457","Ingin tahu info menarik lainnya? Follow media sosial Telkomsel di https://t.co/lkAzWKVAfH dan @telkomsel!… https://t.co/nuMIGuprxW",FALSE,0,NA,2019-10-18 10:00:00,TRUE,NA,"1185133419711401984",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","mradiosby",0,FALSE,FALSE,NA,NA
"4458","@rudianaksnd Hai, Kak Rudiana. Apa ada yang ingin ditanyakan seputar produk dan layanan Telkomsel? biar mimin bantu jawab. Makasih :) -Ryu",FALSE,0,"rudianaksnd",2019-10-18 09:59:12,FALSE,"1185132995646124032","1185133218531401728","1161665144633454594","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4459","@Telkomsel batang sinyal full kok buat download lama amat zzzz 4G lohhh",FALSE,0,"Telkomsel",2019-10-18 09:58:49,FALSE,NA,"1185133120892194822","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","siriusneverdie",0,FALSE,FALSE,NA,NA
"4460","@ddeoheejin @realmine_o @woodsluizy gak dong. gebetan saya telkomsel bukan exist😉",FALSE,0,"ddeoheejin",2019-10-18 09:58:28,FALSE,"1185121217742663680","1185133031721299969","905286098724806661","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iooshin",0,FALSE,FALSE,NA,NA
"4461","@handoko_asli @vnyfe @AkuKuper @Telkomsel Jadi ente mo minta dibelain warganet apa minta retwit ndes",FALSE,0,"handoko_asli",2019-10-18 09:56:32,FALSE,"1185131318222286849","1185132546201243648","126462366","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","purkiten",0,FALSE,FALSE,NA,NA
"4462","@rumahkeongsawah Selamat sore, Kak Pila. Mohon maaf, untuk akses internet berkendala. Silakan infokan nomor, tipe H… https://t.co/rlZNO8T5Jq",FALSE,0,"rumahkeongsawah",2019-10-18 09:56:09,TRUE,"1185131735802990593","1185132450374025216","76510649","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4463","RT @stayeverafter: 🌸Giveaway grabfood chatime, novel, dan pulsa 20k (khusus pengguna telkomsel) untuk 3 pemenang🌸

Syarat:
-Rt + like + fol…",FALSE,0,NA,2019-10-18 09:55:57,FALSE,NA,"1185132399174139905",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lxxtyxng",485,TRUE,FALSE,NA,NA
"4464","RT @TelkomIndonesia: Bangkit dan mulailah lakukan sesuatu! Satu langkahmu hari ini jadi jalan untuk seribu kesuksesan di masa depan. #Seman…",FALSE,0,NA,2019-10-18 09:55:51,FALSE,NA,"1185132372989054976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hendryant",214,TRUE,FALSE,NA,NA
"4465","@HendraZhang9 Baik, Kak Hendra. Mengenai pengumuman pemenang Program POINtastic Deal hanya melalui SMS ya. Makasih :) -Elia",FALSE,0,"HendraZhang9",2019-10-18 09:55:28,FALSE,"1185131201813606401","1185132280005586944","1170970011524952064","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4466","@Telkomsel Bos Bantu sih ini 2 hari packet dibeli blm bisa dipake lho..please bantu https://t.co/qwLnktbIQI",FALSE,0,"Telkomsel",2019-10-18 09:54:46,FALSE,NA,"1185132102011899905","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","diYangon",0,FALSE,FALSE,NA,NA
"4467","@gyulnhyfar Pulsa telkomsel, ayo mutualaan",FALSE,0,"gyulnhyfar",2019-10-18 09:53:29,FALSE,"1185011793749348353","1185131781009199104","1125565507380207616","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AdiraSelvianty",0,FALSE,FALSE,NA,NA
"4468","ini kenapa internet @Telkomsel RTO mulu di Demak dari kemarin,sampe hape itu kebanting. Mau ganti hapeku gitu?asu",FALSE,0,NA,2019-10-18 09:53:19,FALSE,NA,"1185131735802990593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rumahkeongsawah",0,FALSE,FALSE,NA,NA
"4469","@taiktea Mau ikuut ya, aku pakai telkomsel, thank you for make this GA 💚",FALSE,0,"taiktea",2019-10-18 09:52:59,FALSE,"1185120938334928897","1185131654861352960","1076849621513588737","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CYJSSH",0,FALSE,FALSE,NA,NA
"4470","@bagusjack Sore, Kak Bagus. Mimin cek nomor 08138338xxxx sudah tidak terdaftar dalam sistem kami. Untuk nomor yang… https://t.co/ZaPF3WjDzX",FALSE,0,"bagusjack",2019-10-18 09:52:44,TRUE,"1185129601657233408","1185131589275045888","75260043","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4471","RT @rngdini: 🍉GUYS. krn hari ini aku bersyukur dpt rezeki lebih dan tmn kantor baik baik bgt bntuin kerjaan aku. Aku mau bkin 
GIVEAWAY kec…",FALSE,0,NA,2019-10-18 09:51:51,FALSE,NA,"1185131367757041664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","redamanch",188,TRUE,FALSE,NA,NA
"4472","@purkiten @vnyfe @AkuKuper @Telkomsel Abis netijen ngeselin, gw yg di intimidasi gw yg disalahin 😕",FALSE,0,"purkiten",2019-10-18 09:51:39,FALSE,"1185125588538757120","1185131318222286849","971360957837459456","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","handoko_asli",0,FALSE,FALSE,NA,NA
"4473","@Telkomsel Apakaah ada pengguman di media sosial ya siapa yang menang",FALSE,0,"Telkomsel",2019-10-18 09:51:11,FALSE,"1185130740561743873","1185131201813606401","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HendraZhang9",0,FALSE,FALSE,NA,NA
"4474","RT @r_for_rara: @Ily3rd__ Telkomsel

Mutualan hayuk https://t.co/PAYGC5EZ5i",FALSE,0,NA,2019-10-18 09:50:09,FALSE,NA,"1185130938860130304",NA,"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>","AndreGenesa",1,TRUE,FALSE,NA,NA
"4475","@HendraZhang9 Hai, Kak Hendra. Terkait Program POINtastic Deal, pemenang yang dinyatakan valid adalah peserta yang… https://t.co/gcKMed33Pj",FALSE,0,"HendraZhang9",2019-10-18 09:49:21,TRUE,"1185130067338248193","1185130740561743873","1170970011524952064","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4476","@Telkomsel Tdk ada. Mhn info ttg halo kick yg entertaiment knp kok motong kuota internet promo ? bkn motong  Si kuota entertaiment? tx",FALSE,0,"Telkomsel",2019-10-18 09:48:16,FALSE,"1185128710942257152","1185130466090737664","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FeliciaASan1",0,FALSE,FALSE,NA,NA
"4477","RT @stayeverafter: 🌸Giveaway grabfood chatime, novel, dan pulsa 20k (khusus pengguna telkomsel) untuk 3 pemenang🌸

Syarat:
-Rt + like + fol…",FALSE,0,NA,2019-10-18 09:47:55,FALSE,NA,"1185130377481875457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xanonicel",485,TRUE,FALSE,NA,NA
"4478","@Telkomsel Nih siapa pemenang nya y",FALSE,0,"Telkomsel",2019-10-18 09:46:41,FALSE,"1185037241833287680","1185130067338248193","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HendraZhang9",0,FALSE,FALSE,NA,NA
"4479","@HendraZhang9 Hai, Kak Hendra. Untuk pemenang yang dinyatakan valid adalah peserta yang menerima SMS notifikasi dar… https://t.co/yNB6O3WjOF",FALSE,0,"HendraZhang9",2019-10-18 09:45:57,TRUE,"1185129133342244865","1185129884642758662","1170970011524952064","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4480","@arthandisuci Hai, Kak Arthandisuci. Apakah ada yang bisa mimin bantu untuk informasi seputar produk atau layanan Telkomsel? :) -Angel",FALSE,0,"arthandisuci",2019-10-18 09:45:13,FALSE,"1185128759071870976","1185129699791400961","830649191978242048","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4481","@Telkomsel min nomer 
+6281383383359 masih bisa di aktifin ga ga?",FALSE,0,"Telkomsel",2019-10-18 09:44:50,FALSE,NA,"1185129601657233408","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bagusjack",0,FALSE,FALSE,NA,NA
"4482","@talithadivin buka hp pas deket sbux auto di sms, ""lek telkomsel"" wkowwkwok",FALSE,0,"talithadivin",2019-10-18 09:44:30,FALSE,"1185129383872253952","1185129518152863745","406154477","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rifqYYYYYYYYYYY",0,FALSE,FALSE,NA,NA
"4483","RT @Telkomsel: @rezqyou Hai, Kak. Mengenai kuota Surprise Deal saat ini belum tersedia. Terus pantengin tweet Telkomsel ya biar gak ketingg…",FALSE,0,NA,2019-10-18 09:43:40,FALSE,NA,"1185129307594575872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rezqyou",1,TRUE,FALSE,NA,NA
"4484","RT @pojand: Edisi males ngetik ulang, sekian hasil observasi (ailah) aka. hasil ngamuk2 ke @AppleSupport dan @Telkomsel karna imessage dan…",FALSE,0,NA,2019-10-18 09:43:09,FALSE,NA,"1185129179819339778",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","auliansyahpe",31,TRUE,FALSE,NA,NA
"4485","RT @rngdini: 🍉GUYS. krn hari ini aku bersyukur dpt rezeki lebih dan tmn kantor baik baik bgt bntuin kerjaan aku. Aku mau bkin 
GIVEAWAY kec…",FALSE,0,NA,2019-10-18 09:42:15,FALSE,NA,"1185128951015866369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","malmingan",188,TRUE,FALSE,NA,NA
"4486","RT @TelkomIndonesia: Bangkit dan mulailah lakukan sesuatu! Satu langkahmu hari ini jadi jalan untuk seribu kesuksesan di masa depan. #Seman…",FALSE,0,NA,2019-10-18 09:42:14,FALSE,NA,"1185128947807162368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","heysheraliaa",214,TRUE,FALSE,NA,NA
"4487","@arthandisuci Baik, Kak Arthan. Mohon maaf, terkait sudah melakukan registrasi kembali namun masih belum mendapatka… https://t.co/2MGHMHh4j3",FALSE,0,"arthandisuci",2019-10-18 09:41:44,TRUE,"1185127137260343296","1185128821629972480","830649191978242048","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4488","telkomsel mahal tp sinyal nya gt gt aj",FALSE,1,NA,2019-10-18 09:41:33,FALSE,NA,"1185128775849111552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ploperly",1,FALSE,FALSE,NA,NA
"4489","@FeliciaASan1 Baik, Kak Felicia. Apakah ada lagi yang bisa mimin bantu untuk informasi seputar produk atau layanan Telkomsel? :) -Angel",FALSE,0,"FeliciaASan1",2019-10-18 09:41:17,FALSE,"1185128410214887424","1185128710942257152","1156529370111959046","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4490","@jovanalimalfiss Hai, Kak Jovan. Mohon maaf atas kendala yang dialaminya. Mohon diinfokan data-data yang mimin mint… https://t.co/Znd9kjGP1D",FALSE,0,"jovanalimalfiss",2019-10-18 09:41:02,TRUE,"1185126767113097217","1185128646064783360","2759114023","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4491","@arthandisuci Baik, Kak. Terkait tidak bisa registrasi nomor prabayar. Silakan infokan data berikut via DM agar pri… https://t.co/GQKyoR8sFs",FALSE,0,"arthandisuci",2019-10-18 09:41:02,TRUE,"1185127009510281216","1185128646047981569","830649191978242048","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4492","RT @stayeverafter: 🌸Giveaway grabfood chatime, novel, dan pulsa 20k (khusus pengguna telkomsel) untuk 3 pemenang🌸

Syarat:
-Rt + like + fol…",FALSE,0,NA,2019-10-18 09:40:09,FALSE,NA,"1185128423556927488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kyliejje",485,TRUE,FALSE,NA,NA
"4493","@rezqyou Hai, Kak. Mengenai kuota Surprise Deal saat ini belum tersedia. Terus pantengin tweet Telkomsel ya biar ga… https://t.co/NCJsl7nxxX",FALSE,0,"rezqyou",2019-10-18 09:39:50,TRUE,"1185127891538870272","1185128345278664704","884399540","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",1,FALSE,FALSE,NA,NA
"4494","@Aliaihromi Gnti pke telkomsel",FALSE,0,"Aliaihromi",2019-10-18 09:39:40,FALSE,"1185128077350727680","1185128300311535618","154834600","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hardaaaaa",0,FALSE,FALSE,NA,NA
"4495","RT @rngdini: 🍉GUYS. krn hari ini aku bersyukur dpt rezeki lebih dan tmn kantor baik baik bgt bntuin kerjaan aku. Aku mau bkin 
GIVEAWAY kec…",FALSE,0,NA,2019-10-18 09:39:31,FALSE,NA,"1185128264034996224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dewi_1391",188,TRUE,FALSE,NA,NA
"4496","RT @stayeverafter: 🌸Giveaway grabfood chatime, novel, dan pulsa 20k (khusus pengguna telkomsel) untuk 3 pemenang🌸

Syarat:
-Rt + like + fol…",FALSE,0,NA,2019-10-18 09:38:56,FALSE,NA,"1185128117251129345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jjaemiind",485,TRUE,FALSE,NA,NA
"4497","RT @rngdini: 🍉GUYS. krn hari ini aku bersyukur dpt rezeki lebih dan tmn kantor baik baik bgt bntuin kerjaan aku. Aku mau bkin 
GIVEAWAY kec…",FALSE,0,NA,2019-10-18 09:38:33,FALSE,NA,"1185128022321455104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Americaserikat",188,TRUE,FALSE,NA,NA
"4498","@Telkomsel Tidak ada respon dari 4444",FALSE,0,"arthandisuci",2019-10-18 09:38:24,FALSE,"1185127843576999936","1185127982047711232","830649191978242048","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","arthandisuci",0,FALSE,FALSE,NA,NA
"4499","Masih nungguin suprise deal from @Telkomsel yg 75gb perbulan. 
Help... i need. ☹️",FALSE,0,NA,2019-10-18 09:38:02,FALSE,NA,"1185127891538870272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rezqyou",0,FALSE,FALSE,NA,NA
"4500","@yoonglessleep Telkomsel🙌

Ku juga ambyar gara2 Seokjin updatee 😭😭😭💜💜💜™

Oke, ikutan aja dulu GA nya, sapa tau mena… https://t.co/j8afjfYday",FALSE,1,"yoonglessleep",2019-10-18 09:37:50,TRUE,"1185080991968366592","1185127840515125248","1120972657560711169","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oktvjk",0,FALSE,FALSE,NA,NA
"4501","@FeliciaASan1 Halo Kick ya, Kak. Makasih :) -Angel (2/2)",FALSE,0,"FeliciaASan1",2019-10-18 09:37:44,FALSE,"1185126312999940098","1185127816733417472","1156529370111959046","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4502","@FeliciaASan1 Baik, Kak Felicia. Maaf ya, kuota Entertainment yang tersedia di paket Halo Kick hanya bisa digunakan… https://t.co/WQSWESAv9B",FALSE,0,"FeliciaASan1",2019-10-18 09:37:44,TRUE,"1185126312999940098","1185127815257018368","1156529370111959046","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4503","Nelpon ke semua operator cuma Rp. 10,-/jam mulai jam 06:00 sampai dengan 23:59. Promo ini berlaku jika TELKOMSEL punya MBAHMU!!",FALSE,0,NA,2019-10-18 09:37:17,FALSE,NA,"1185127701008355328",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","asihpriyati1",0,FALSE,FALSE,NA,NA
"4504","RT @rngdini: 🍉GUYS. krn hari ini aku bersyukur dpt rezeki lebih dan tmn kantor baik baik bgt bntuin kerjaan aku. Aku mau bkin 
GIVEAWAY kec…",FALSE,0,NA,2019-10-18 09:36:47,FALSE,NA,"1185127575862968320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FTG_A13",188,TRUE,FALSE,NA,NA
"4505","@oce_oksagi saat ini berada, agar bisa mimin cek dan privsi tetap terjaga. akasih :) -Awan
https://t.co/TQOtR8EsXb (2/2)",FALSE,0,"oce_oksagi",2019-10-18 09:35:11,FALSE,"1185125731518439426","1185127174077943808","361860097","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4506","@oce_oksagi Baik, Kak. Untuk kuota lokal ada 2 jenis ya. yaitu : kuota lokal yang hanya bisa digunakan dikota lokas… https://t.co/kCleKBq6so",FALSE,0,"oce_oksagi",2019-10-18 09:35:11,TRUE,"1185125731518439426","1185127172542844930","361860097","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4507","RT @stayeverafter: 🌸Giveaway grabfood chatime, novel, dan pulsa 20k (khusus pengguna telkomsel) untuk 3 pemenang🌸

Syarat:
-Rt + like + fol…",FALSE,0,NA,2019-10-18 09:35:07,FALSE,NA,"1185127158772977664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fuckincia",485,TRUE,FALSE,NA,NA
"4508","@Telkomsel Dan internet saya masih belum bisa menyala lagi",FALSE,0,"Telkomsel",2019-10-18 09:35:02,FALSE,"1185126395757727744","1185127137260343296","255409050","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","arthandisuci",0,FALSE,FALSE,NA,NA
"4509","@Telkomsel Saya sudah coba berkali2 tidak ada respon",FALSE,0,"Telkomsel",2019-10-18 09:34:32,FALSE,"1185126395757727744","1185127009510281216","255409050","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","arthandisuci",0,FALSE,FALSE,NA,NA
"4510","@Ily3rd__ Telkomsel
Makasih atas GA nya semoga berkah ya AMINN wml https://t.co/Gi8RHunW27",FALSE,0,"Ily3rd__",2019-10-18 09:33:50,FALSE,"1185118255809122305","1185126832590348288","1058310366873047042","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","imhyungless_",0,FALSE,FALSE,NA,NA
"4511","Sering nonton yotube atau update di faceebook dan onstagram? sekarang bisa makin seru dengan telkomsel OMG! https://t.co/t2AhTpLeKv",FALSE,1,NA,2019-10-18 09:33:45,FALSE,NA,"1185126812193447936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BaturajaRadio",0,FALSE,FALSE,NA,NA
"4512","@Telkomsel Setiap dm jawaban sama dari @Telkomsel setelah dilakukan tetap aja lemot padahal malang kota",FALSE,0,"Telkomsel",2019-10-18 09:33:34,FALSE,"1185126363159646208","1185126767113097217","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jovanalimalfiss",0,FALSE,FALSE,NA,NA
"4513","@oce_oksagi Hai, Kak. Jika ada keluhan mengenai produk dan layanan Telkomsel, yuk buat tweet baru atau melalui DM a… https://t.co/ZRyGdeN7vd",FALSE,0,"oce_oksagi",2019-10-18 09:33:25,TRUE,"1185125821171654656","1185126727229394945","361860097","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"4514","@ggukiesj Telkomsel,btw sukaaa banget Ama mv'nya 😭",FALSE,0,"ggukiesj",2019-10-18 09:33:17,FALSE,"1185124170222292992","1185126694958485505","1114110468614844417","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jeon_muscle",0,FALSE,FALSE,NA,NA
"4515","@tyaahahaha Telkomsel, makasih atas GA nya semoga berkah ya AMINN wml",FALSE,0,"tyaahahaha",2019-10-18 09:32:36,FALSE,"1185097471405387777","1185126521779802112","1139891943603785728","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","imhyungless_",0,FALSE,FALSE,NA,NA
